complaint_no,title,complaint_at,bin,owner,disposition,comments,disp_date,disp_code,disp_result,year
1460551,Overview for Complaint #:1460551 = RESOLVED,2 GOLD STREET,1087146,2 GOLD LLC,09/14/2017 - A8 - ECB VIOLATION SERVED,PUBLIC PLAZA OPEN SPACE PRIVATIZED WITH TWO OPEN AIR CAFE'S                     WITH TABLE & CHAIRS,2017-09-14,A8,ECB VIOLATION SERVED,2017
1460550,Overview for Complaint #:1460550 = RESOLVED,825 3 AVENUE,1081185,DOLP 825 PROPERTIES II LLC,09/14/2017 - A8 - ECB VIOLATION SERVED,PUBLIC PLAZA OPEN SPACE PRIVATIZED WITH TWO OPEN ARI CAFE'S                     WITH TABLES & CHAIRS,2017-09-14,A8,ECB VIOLATION SERVED,2017
1460552,Overview for Complaint #:1460552 = RESOLVED,175 EAST 96 STREET,1082901,MONTEREY 96 STREET LLC,09/14/2017 - A8 - ECB VIOLATION SERVED,PUBLIC PLAZA OPEN SPACE @ REAR PRIVATIZED BY HEALTH CLUB,2017-09-14,A8,ECB VIOLATION SERVED,2017
1460553,Overview for Complaint #:1460553 = RESOLVED,200 EAST 64 STREET,1043866,64TH STREET-THIRD AVENUE ASSOC,09/14/2017 - A8 - ECB VIOLATION SERVED,PUBLIC PLAZA UPPER OPEN SPACE REMVOED BENCHES & PLANTER                         WITH BICYCLE STORAGE,2017-09-14,A8,ECB VIOLATION SERVED,2017
1460549,Overview for Complaint #:1460549 = RESOLVED,108 5 AVENUE,1015318,108 5TH AVE CONDOMINIUM,09/14/2017 - A8 - ECB VIOLATION SERVED,PUBLIC PLAZA OPEN SPACE MISSING TWO TREES ON THE NORTH SIDE                     OF PLAZA,2017-09-14,A8,ECB VIOLATION SERVED,2017
1460548,Overview for Complaint #:1460548 = RESOLVED,101 BARCLAY STREET,1001416,4101 AUSTIN BOULEVARD CORPORAT,09/14/2017 - A8 - ECB VIOLATION SERVED,"""L"" SHAPED PUBLIC LOBBY IS PRIVATE & DENIED ACCESS WITH                         SIGNAGE POSTED",2017-09-14,A8,ECB VIOLATION SERVED,2017
1458524,Overview for Complaint #:1458524 = RESOLVED,60 WALL STREET,1001004,60 WALL OWNER LP,09/12/2017 - A8 - ECB VIOLATION SERVED,THROUGH BLOCK PUBLIC PLAZA NORTH EAST PORTION WITH LEFT                         BATHROOM DOOR LOCKED & MARKED VACANT,2017-09-12,A8,ECB VIOLATION SERVED,2017
1458291,Overview for Complaint #:1458291 = RESOLVED,135 WEST 52 STREET,1023160,NOT ON FILE,09/11/2017 - A8 - ECB VIOLATION SERVED,THROUGH BLOCK ARCADE CLOSED. BOTH GATES LOCKED,2017-09-11,A8,ECB VIOLATION SERVED,2017
1457462,Overview for Complaint #:1457462 = RESOLVED,875 3 AVENUE,1038517,875 THIRD AVENUE LLC,08/10/2017 - A8 - ECB VIOLATION SERVED,OPEN PUBLIC PLAZA SEATING ON PLANTER LEDGES WITH DOUBLE                         ROW SEATING SPIKE,2017-08-10,A8,ECB VIOLATION SERVED,2017
1456827,Overview for Complaint #:1456827 = RESOLVED,1991 BROADWAY,1028857,BEL CANTO CONDOMINIUM ASSOC,08/02/2017 - H3 - BUILDING VIOLATION ISSUED FOR FAILURE TO OBEY STOP WORK ORDER 1445153,WORK WAS COMPLETED SWO ISSUE ON 03/07/17..NO CORRECTION SUBM                    ITTED FOR NOV#35225670Y,2017-08-02,H3,BUILDING VIOLATION ISSUED FOR FAILURE TO OBEY STOP WORK ORDER 1445153,2017
1451473,Overview for Complaint #:1451473 = RESOLVED,30 PARK PLACE,1089428,NOT ON FILE,06/29/2017 - A8 - ECB VIOLATION SERVED,BIKE RACK ALONG BARCLAY STREET MISSING CONTRARY TO BSA CERTI                    FICATION #N130039ZCM APPROVED 2/5/17,2017-06-29,A8,ECB VIOLATION SERVED,2017
1451475,Overview for Complaint #:1451475 = RESOLVED,201 EAST 17 STREET,1019551,PARK TOWERS TENANTS CORP,06/16/2017 - A8 - ECB VIOLATION SERVED,THE SIGNAGE IDENTIFYING PREMISES AS A PRIVETLY OWNED PUBLIC                     SPACE IS MISSING `,2017-06-16,A8,ECB VIOLATION SERVED,2017
1448684,Overview for Complaint #:1448684 = RESOLVED,108 5 AVENUE,1015318,108 5TH AVE CONDOMINIUM,06/08/2017 - A8 - ECB VIOLATION SERVED,PRIVATELY OWNED PUBLIC PLAZA IS MISSING REQUIRED AMENITIES;                     WATER FEATURE ORNAMENTAL FOUNTAIN ETC,2017-06-08,A8,ECB VIOLATION SERVED,2017
1449812,Overview for Complaint #:1449812 = RESOLVED,810 SEVENTH AVENUE,1024828,SLG 810 SEVENTH LESSEE LLC,06/06/2017 - A8 - ECB VIOLATION SERVED,"PRIVATELY OWN PUBLIC SPACE IS MISSING ALL THE REQUIRED                          AMENTIES INCLUDING LITTER RECEPTACLES, SEATING ECT",2017-06-06,A8,ECB VIOLATION SERVED,2017
1448683,Overview for Complaint #:1448683 = RESOLVED,825 3 AVENUE,1081185,DOLP 825 PROPERTIES II LLC,05/19/2017 - A8 - ECB VIOLATION SERVED,NO CERTIFIATIONS FOR TWO OPEN ASIR CAFES..IIEGALPRIVSATIZATI                    ON OF AS OF RIGHT PLAZA,2017-05-19,A8,ECB VIOLATION SERVED,2017
1448682,Overview for Complaint #:1448682 = RESOLVED,200 EAST 64 STREET,1043866,64TH STREET-THIRD AVENUE ASSOC,05/12/2017 - A8 - ECB VIOLATION SERVED,PUBLIC SPACE WAS OPEN AT TIME OF INSPECTION 10:30 AM. SOME                      BROKEN/DAMAGED WOODEN BENCHES OBSERVED,2017-05-12,A8,ECB VIOLATION SERVED,2017
1448521,Overview for Complaint #:1448521 = RESOLVED,101 BARCLAY STREET,1001416,4101 AUSTIN BOULEVARD CORPORAT,05/12/2017 - A8 - ECB VIOLATION SERVED,ACCESS TO THE L SHAPED PUBLIC LOBBY WAS RESTRICTED AND BLOCK                    ED FROM USE BY THE PUBLIC CONTRARY TO SPECIAL PERMIT,2017-05-12,A8,ECB VIOLATION SERVED,2017
1445652,Overview for Complaint #:1445652 = RESOLVED,108 FIFTH AVENUE,1015318,108 5TH AVE CONDOMINIUM,04/04/2017 - A8 - ECB VIOLATION SERVED,"MISSING PLAQUE/SIGN, SEATING, WATER FEATURE ORNAMENTAL                          FOUNTAIN, DRINKING FOUNTAIN, AND TREES ON STREET",2017-04-04,A8,ECB VIOLATION SERVED,2017
1443879,Overview for Complaint #:1443879 = RESOLVED,55 CHURCH STREET,1075702,"CDL (NEW YORK) LIMITED, L.P.",04/03/2017 - A8 - ECB VIOLATION SERVED,MISSING CURVED 7 STONE BENCHES AT FULTON STREET. THESE ARE                      REQUIRED POPS AMENITIES,2017-04-03,A8,ECB VIOLATION SERVED,2017
1443534,Overview for Complaint #:1443534 = RESOLVED,875 THIRD AVENUE,1038517,875 THIRD AVENUE LLC,03/22/2017 - A8 - ECB VIOLATION SERVED,ARCADE AREA CLOSED WITH SIGN STARTING DOWNSTAIRS CLOSED                         TIME OF INSPECTION 10:25PM,2017-03-22,A8,ECB VIOLATION SERVED,2017
1412707,Overview for Complaint #:1412707 = RESOLVED,120 WEST 55 STREET,1083719,1345 LEASEHOLD LLC,02/27/2017 - A8 - ECB VIOLATION SERVED,PLAZA OBSERVED OPEN & ACCESSIBLE. NOV ISSUED FOR FAILURE TO                     PROVIDE/ POST REQUIRED HOURS OF OPERATION SIGNAGE,2017-02-27,A8,ECB VIOLATION SERVED,2017
1436506,Overview for Complaint #:1436506 = RESOLVED,1622 1 AVENUE,1073786,NAME NOT ON FILE,11/18/2016 - A8 - ECB VIOLATION SERVED,"EGRESS PASSAGEWAY CEILING HEIGHT AT CELLAR CONTRARY TO                          BC1003.2, MEASURED HEIGHT 6FT 9INCHES",2016-11-18,A8,ECB VIOLATION SERVED,2016
1437133,Overview for Complaint #:1437133 = RESOLVED,200 EAST 64 STREET,1043866,X,11/10/2016 - A8 - ECB VIOLATION SERVED,UNAUTHORIZED DESIGN CHANGE TO PUBLIC PLAZA W/ REPLACEMENT OF                     BENCHES & OBSTRUCTIONS THRU-OUT CONTRARY TO ZR 72-21,2016-11-10,A8,ECB VIOLATION SERVED,2016
1437134,Overview for Complaint #:1437134 = RESOLVED,175 EAST 96 STREET,1082901,X X,11/10/2016 - A8 - ECB VIOLATION SERVED,"CABLE FENCE INSTALLED @ ENTRANCE W/STAIRSLEADING TO PLAZA'S                      INTERIOR. REDUCED ENTRY BY 1/2, CONTRARY TO ZR E27-113",2016-11-10,A8,ECB VIOLATION SERVED,2016
1436878,Overview for Complaint #:1436878 = RESOLVED,101 BARCLAY STREET,1001416,4101 AUSTIN BOULEVARD CORPORAT,11/07/2016 - A8 - ECB VIOLATION SERVED,ACCESS TO THE ''L'' SHAPED PUBLIC LOBBY WAS RESTRICTED/BLOCK                    FROM USE BY THE PUBLIC & DOB W/ ILLEGAL SIGNAGE/SECURITY GRD,2016-11-07,A8,ECB VIOLATION SERVED,2016
1421775,Overview for Complaint #:1421775 = RESOLVED,285 LEXINGTON AVENUE,1018978,CARLTON REGENCY CORP (THE),04/21/2016 - A8 - ECB VIOLATION SERVED,CITIBIKE STATION & FENCING OBSTRUCT OPEN SPACE DESIGNED FOR                     PUBLIC USE. FAILURE TO PROVIDE ARCADE SIGNAGE,2016-04-21,A8,ECB VIOLATION SERVED,2016
1400820,Overview for Complaint #:1400820 = RESOLVED,3 PARK AVENUE,1087537,NOT ON FILE,04/15/2016 - A8 - ECB VIOLATION SERVED,ACCESS TO PUBLIC PREEMPTED BY RESTAURANT OUT DOOR CAFE,2016-04-15,A8,ECB VIOLATION SERVED,2016
1420154,Overview for Complaint #:1420154 = RESOLVED,325 FIFTH AVENUE,1087309,NOT ON FILE,04/15/2016 - A8 - ECB VIOLATION SERVED,UNWARRANTED CLOSURE OF PLAZA,2016-04-15,A8,ECB VIOLATION SERVED,2016
1417483,Overview for Complaint #:1417483 = RESOLVED,325 5 AVENUE,1087309,NOT ON FILE,03/31/2016 - A8 - ECB VIOLATION SERVED,UNWARRANTED CLOSURE OF POPS,2016-03-31,A8,ECB VIOLATION SERVED,2016
1417961,Overview for Complaint #:1417961 = RESOLVED,721 5 AVENUE,1035794,GMAC COMMERCIAL MORTGAGE,03/07/2016 - A8 - ECB VIOLATION SERVED,POPS LOBBY W/ SALES COUNTER ON CONTRARY TO 2R SPECIAL PERMIT                    #C79014325M,2016-03-07,A8,ECB VIOLATION SERVED,2016
1401282,Overview for Complaint #:1401282 = RESOLVED,325 5 AVENUE,1087309,NOT ON FILE,11/12/2015 - A8 - ECB VIOLATION SERVED,PLAZA CLOSURE UNWARRANTED,2015-11-12,A8,ECB VIOLATION SERVED,2015
1367486,Overview for Complaint #:1367486 = RESOLVED,300 EAST 75 STREET,1044925,"ARWIN 74TH ST,",06/05/2014 - A8 - ECB VIOLATION SERVED,"MULTIPLE VIOLATIONS, INCLUDING CLOSURE TO PUBLIC OF POPS",2014-06-05,A8,ECB VIOLATION SERVED,2014
1352683,Overview for Complaint #:1352683 = RESOLVED,108 5 AVENUE,1015318,108 5TH AVE CONDOMINIUM,07/25/2013 - A8 - ECB VIOLATION SERVED,"NO PLAZA, NOR REQUIRED SIGNAGE, NOR APPURTENANCES",2013-07-25,A8,ECB VIOLATION SERVED,2013
1352199,Overview for Complaint #:1352199 = RESOLVED,407 PARK AVENUE SOUTH,1018204,OLD GLORY REAL ESTATE CORP,07/12/2013 - A8 - ECB VIOLATION SERVED,WATER FOUNTAIN NOT OPERATIONAL,2013-07-12,A8,ECB VIOLATION SERVED,2013
1349905,Overview for Complaint #:1349905 = RESOLVED,114 WEST 47 STREET,1022667,DOLP 114 PROPERTIES II,06/03/2013 - A8 - ECB VIOLATION SERVED,PLAZA IS NOT ACCESSIBLE TO PUBLIC & DOES NOT HAVE REQUIRED                      INFORMATION SIGNAGE,2013-06-03,A8,ECB VIOLATION SERVED,2013
1338116,Overview for Complaint #:1338116 = RESOLVED,224 EAST 39 STREET,1020361,EASTGATE TOWER HOTEL ASSOCIATE,11/27/2012 - A9 - ECB & BUILDINGS VIOLATIONS SERVED,NON COMPLIANCE WITH ZONING RESOLUTION: SEATING & SIGNAGE                        STEP CRACKS ON FACADE OVERLOOKING PLAZA,2012-11-27,A9,ECB & BUILDINGS VIOLATIONS SERVED,2012
1290224,Overview for Complaint #:1290224 = RESOLVED,150 EAST   34 STREET,1018507,"150 EAST 34TH STREET CO., LLC",09/30/2010 - A9 - ECB & BUILDINGS VIOLATIONS SERVED,PRIVATELY OWNED PUBLIC PLAZA CURRENTLY BEING USED AS AN OUT                     SIDE CAFE SERVING FOOD AND BEVERAGES FROM GROUND FLOOR RESTA,2010-09-30,A9,ECB & BUILDINGS VIOLATIONS SERVED,2010
1288894,Overview for Complaint #:1288894 = RESOLVED,188 EAST   64 STREET,1042137,THE ROYALE CONDOMINIUM,09/13/2010 - A8 - ECB VIOLATION SERVED,WATER FOUNTAIN IN PLAZA IS NOT IN WORKING ORDER,2010-09-13,A8,ECB VIOLATION SERVED,2010
1285702,Overview for Complaint #:1285702 = RESOLVED,155 EAST   31 STREET,1078756,MHP LAND ASSOCIATES,08/20/2010 - A8 - ECB VIOLATION SERVED,WATER DRINKING FOUNTAIN. NOT IN WORKING ORDER,2010-08-20,A8,ECB VIOLATION SERVED,2010
1278175,Overview for Complaint #:1278175 = RESOLVED,121 EAST   57 STREET,1036904,"WALLACE, STRATFORD CTR",04/05/2010 - A1 - BUILDINGS VIOLATION(S) SERVED,ON 4/2/10 GATE WAS LOCKED,2010-04-05,A1,BUILDINGS VIOLATION(S) SERVED,2010
1243044,Overview for Complaint #:1243044 = RESOLVED,1700 BROADWAY,1024836,SHUBERT FOUNDATION INC,11/25/2008 - A1 - BUILDINGS VIOLATION(S) SERVED,"PUBLIC PLAZA IS CURRENTLY OBSTRUCTED BY A 50'X50' STRUCTURE                     KNOWN AS ""CAFE MAISON"". WORK W/O PERMIT",2008-11-25,A1,BUILDINGS VIOLATION(S) SERVED,2008
1221186,Overview for Complaint #:1221186 = RESOLVED,325    5 AVENUE,1087309,NOT ON FILE,06/17/2008 - A1 - BUILDINGS VIOLATION(S) SERVED,PUBLIC PLAZA CLOSED FOR PUBLIC USE @ 3PM IN THE AFTERNOON,2008-06-17,A1,BUILDINGS VIOLATION(S) SERVED,2008
1215380,Overview for Complaint #:1215380 = RESOLVED,75 WALL STREET,1085950,"75 WALL ASSOCIATES, LLC",02/08/2008 - A1 - BUILDINGS VIOLATION(S) SERVED,VIOLATION SERVED FOR NO LIGHTING IN PLAZA,2008-02-08,A1,BUILDINGS VIOLATION(S) SERVED,2008
1184371,Overview for Complaint #:1184371 = RESOLVED,40 EAST   94 STREET,1047171,NOT ON FILE,02/21/2007 - A1 - BUILDINGS VIOLATION(S) SERVED,FACADE WORK IN PROCESS 10411814 SIDEWALK SHED IN PLACE                          104521855 BOTH GATES IN PLAZA LOCKED DUE TO FACADE REPAIR,2007-02-21,A1,BUILDINGS VIOLATION(S) SERVED,2007
1093301,Overview for Complaint #:1093301 = RESOLVED,1325    6 AVENUE,1076175,1325 AVENUE OF THE AM,03/11/2002 - A9 - ECB & BUILDINGS VIOLATIONS SERVED,"THROUGH BLOCK GALLERIA WAS GATED & LOCKED @ TIME OF INSPECTI                    ON (3/9/02,10:00AM).NO ACCESS NOV.81-748ZR ISSUED",2002-03-11,A9,ECB & BUILDINGS VIOLATIONS SERVED,2002
1093265,Overview for Complaint #:1093265 = RESOLVED,550 MADISON AVENUE,1035769,SONY CORP OF AMER,01/17/2002 - A1 - BUILDINGS VIOLATION(S) SERVED,"ECB N.O.V. ISSUED,NO ACCESS/LIMITED ACCESS TO PUBLIC SPACE                      BETWEEN ""POSTED HOURS"" OF 7AM-11PM",2002-01-17,A1,BUILDINGS VIOLATION(S) SERVED,2002
1091310,Overview for Complaint #:1091310 = RESOLVED,41 MADISON AVENUE,1016749,"41 MADISON CO, L.P.",10/04/2001 - A9 - ECB & BUILDINGS VIOLATIONS SERVED,OCCUPANCY CONTRARY TO D.O.B. RECORDS & PLAZA STANDARDS OF                       1961,2001-10-04,A9,ECB & BUILDINGS VIOLATIONS SERVED,2001
1091306,Overview for Complaint #:1091306 = RESOLVED,250 EAST   87 STREET,1048799,250 E 87TH OWNERS,10/04/2001 - A9 - ECB & BUILDINGS VIOLATIONS SERVED,FAILURE TO PROVIDE 24 HR ACCESS,2001-10-04,A9,ECB & BUILDINGS VIOLATIONS SERVED,2001
1091309,Overview for Complaint #:1091309 = RESOLVED,245 EAST   54 STREET,1038575,BREVARD OWNERS CORP.,10/04/2001 - A9 - ECB & BUILDINGS VIOLATIONS SERVED,FAILURE TO PROVIDE ACCESS TO REQUIRED AMENITIES.FAILURE TO                      MAINTAIN EXTERIOR RESD. PLAZA,2001-10-04,A9,ECB & BUILDINGS VIOLATIONS SERVED,2001
1091313,Overview for Complaint #:1091313 = RESOLVED,188 EAST   64 STREET,1042137,RUSSELL SAGE FOUNDATION,10/04/2001 - A9 - ECB & BUILDINGS VIOLATIONS SERVED,"FAILURE TO PROVIDE  MANDATORY AMENITIES (VIOLATION),NO CARTS                    IN PLAZA @ TIME OF INSPECTION,GATE IS OPEN",2001-10-04,A9,ECB & BUILDINGS VIOLATIONS SERVED,2001
1091311,Overview for Complaint #:1091311 = RESOLVED,200 EAST   24 STREET,1019782,CRYSTAL HOUSE OWNERS INC,10/04/2001 - A9 - ECB & BUILDINGS VIOLATIONS SERVED,"FAILURE TO PROVIDE 24 HR ACCESS, ""AS OF RIGHT PLAZA BONUS""                      BY INSTALLING A/C UNIT IN PLAZA",2001-10-04,A9,ECB & BUILDINGS VIOLATIONS SERVED,2001
1088875,Overview for Complaint #:1088875 = RESOLVED,425 LEXINGTON AVENUE,1036162,SLR LIMITED PARTNERSH,07/03/2001 - A1 - BUILDINGS VIOLATION(S) SERVED,FAILURE TO COMPLY WITH AS OF RIGHT URBAN PLAZA BONUS IN THAT                    30 TABLES & 90 CHAIRS WERE LOCATED IN PLAZA,2001-07-03,A1,BUILDINGS VIOLATION(S) SERVED,2001
1087745,Overview for Complaint #:1087745 = RESOLVED,303 EAST   60 STREET,1072231,SLOAN-KETTERING INSTITUTE,05/31/2001 - A1 - BUILDINGS VIOLATION(S) SERVED,"FAILURE TO PROVIDE AMMENITIES IN VIOLATION OF AS OF RIGHT                       PLAZA BONUS,OTHER VIOLATION # 052901CZSTF06RR",2001-05-31,A1,BUILDINGS VIOLATION(S) SERVED,2001
1087676,Overview for Complaint #:1087676 = RESOLVED,429 EAST   52 STREET,1040156,BERKELEY ASSOC,05/30/2001 - A1 - BUILDINGS VIOLATION(S) SERVED,"FAILURE TO COMPLY WITH AS OF RIGHT PLAZA BONUS,OTHER.VIO.#'S                    052501CSTF04NDC & 052501ZSTF05NDC,ALSO SEE COMPLAINT#1087675",2001-05-30,A1,BUILDINGS VIOLATION(S) SERVED,2001
1087675,Overview for Complaint #:1087675 = RESOLVED,429 EAST   52 STREET,1040156,BERKELEY ASSOC,05/30/2001 - A1 - BUILDINGS VIOLATION(S) SERVED,CONSTRUCTED A BRICK MASONRY STRUCTURE WITH ROOF AT ENTRANCE                     TO PLAZA ON E.52ND STREET,2001-05-30,A1,BUILDINGS VIOLATION(S) SERVED,2001
1086113,Overview for Complaint #:1086113 = RESOLVED,400 EAST   54 STREET,1076281,GEORGES F. LEMIRE,04/10/2001 - A1 - BUILDINGS VIOLATION(S) SERVED,24 HOUR ACCESS TO PLAZA IS BEING DENIED DUE TO THE                              INSTALLATION OF FENCE & LOCKED GATES,2001-04-10,A1,BUILDINGS VIOLATION(S) SERVED,2001
1084785,Overview for Complaint #:1084785 = RESOLVED,240 EAST   27 STREET,1019855,WARD CONST CO,02/26/2001 - A1 - BUILDINGS VIOLATION(S) SERVED,FAILURE TO PROVIDE REQUIRED AMMENITIES,2001-02-26,A1,BUILDINGS VIOLATION(S) SERVED,2001
1082232,Overview for Complaint #:1082232 = RESOLVED,600 THIRD AVENUE,1019483,600 3RD AVE ASSOC,11/28/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,ERECTED GATES AT PLAZA ENTRANCE WITHOUT FIRST OBTAINING                         A PERMIT,2000-11-28,A1,BUILDINGS VIOLATION(S) SERVED,2000
1082227,Overview for Complaint #:1082227 = RESOLVED,180 MAIDEN LANE,1000874,CONTINENTAL INS CO  INC,11/28/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,FAILURE TO PROVIDE AMENITIES AS REQUIRED BY AS-OF-RIGHT                         PLAZA BONUS,2000-11-28,A1,BUILDINGS VIOLATION(S) SERVED,2000
1082230,Overview for Complaint #:1082230 = RESOLVED,600 THIRD AVENUE,1019483,600 3RD AVE ASSOC,11/28/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,FAILURE TO COMPLY WITH AS-OF-RIGHT PLAZA BONUX,2000-11-28,A1,BUILDINGS VIOLATION(S) SERVED,2000
1082233,Overview for Complaint #:1082233 = RESOLVED,45 WEST   60 STREET,1027187,COLUMBUS 60TH REALTY ASSOC,11/28/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,FAILURE TO COMPLY WITH AS-OF-RIGHT PLAZA BONUS,2000-11-28,A1,BUILDINGS VIOLATION(S) SERVED,2000
1082009,Overview for Complaint #:1082009 = RESOLVED,415 EAST   54 STREET,1040356,WHITEACRE INC,11/20/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,FAILURE TO PROVIDE AMENITES IN VIOLATION OF AS-OF-RIGHT                         RESIDUAL PLAZA BONUS,2000-11-20,A1,BUILDINGS VIOLATION(S) SERVED,2000
1082011,Overview for Complaint #:1082011 = RESOLVED,111 EAST   85 STREET,1047928,KREISEL CO INC,11/20/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,"SEATING AROUND PLANTERS ARE NOT AVAILABLE, FAILURE TO                           PROVIDE AMENITIES IN VIOLATION OF AS-OF-RIGHT PLAZA BONUS",2000-11-20,A1,BUILDINGS VIOLATION(S) SERVED,2000
1082005,Overview for Complaint #:1082005 = RESOLVED,205 EAST   95 STREET,1049245,YORKVILLE PLAZA ASSOC,11/20/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,ONLY THREE BICYCLE PARKING SPACES PROVIDED IN VIOLATION OF                      AS-OF-RIGHT RESIDUAL PLAZA BONUS,2000-11-20,A1,BUILDINGS VIOLATION(S) SERVED,2000
1081998,Overview for Complaint #:1081998 = RESOLVED,1 LINCOLN PLAZA,1027472,BOUSBIB ARI,11/20/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,FAILURE TO COMPLY WITH AS-OF-RIGHT PLAZA BONUS,2000-11-20,A1,BUILDINGS VIOLATION(S) SERVED,2000
1082008,Overview for Complaint #:1082008 = RESOLVED,235 EAST   95 STREET,1083228,M F ASSOCIATES,11/20/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,"ONLY 4 BICYCLE PARKING SPACES PROVIDED, 4 CU.FT OF LITTER                       RECEPTACLES IN VIOLATION OF AS-OF-RIGHT PLAZA BONUS",2000-11-20,A1,BUILDINGS VIOLATION(S) SERVED,2000
1082013,Overview for Complaint #:1082013 = RESOLVED,141 EAST   48 STREET,1036233,NORMAN FOUNDATION,11/20/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,FAILURE TO PROVIDE AMENITIES IN VIOLATION OF AS-OF-RIGHT                        PLAZA BONUS,2000-11-20,A1,BUILDINGS VIOLATION(S) SERVED,2000
1081999,Overview for Complaint #:1081999 = RESOLVED,1 LINCOLN PLAZA,1027472,BOUSBIB ARI,11/20/2000 - A1 - BUILDINGS VIOLATION(S) SERVED,INSTALLATION OF FENCES ACROSS PLAZA EXISTS. ACCESS DENIED                       INTO PLAZA,2000-11-20,A1,BUILDINGS VIOLATION(S) SERVED,2000
1527139,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1663081,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1617465,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1465303,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1585609,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1514070,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1472500,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1610311,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1091170,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1465309,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
3707836,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1464296,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1595099,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1487619,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1513473,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1091312,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1644393,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1677390,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1513151,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1595190,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1204370,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1525331,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1644970,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1698179,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1464297,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1511171,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1630227,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1461699,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1479626,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1512321,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1598348,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1481941,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1681932,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1679951,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1609799,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1465704,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1576526,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1546974,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1567746,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1511177,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1675122,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1081802,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1609934,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1557183,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1448061,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1449232,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1082001,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1648863,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1098489,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1447135,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1584139,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1425225,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1511175,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1094297,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1609617,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1555594,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1568055,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1248371,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
1512281,Visitor Prioritization - NYC Department of Buildings,,,,,,,,,
